running TARSItemKNNLee_W3, TARSItemKNNLee_W5, TARSItemKNNLiu, TARSItemKNNDing, TARSItemKNNLiu2012, TARSItemKNNVaz, TARSItemKNNexponential, TARSItemKNNlog, TARSItemKNNlinear, TARSItemKNNconcave, TARSItemKNNinverse on amazon_toys_and_games
>> Loading dataset
<< Loaded dataset
dataset shape = (172606, 69716)
>> Splitting dataset
<< Split dataset
>> Running pipeline
2023-01-10 08:10:52,380 - base - recpack - INFO - Fitting TARSItemKNNLee_W3 complete - Took 29.8s
2023-01-10 08:11:27,935 - base - recpack - INFO - Fitting TARSItemKNNLee_W3 complete - Took 29.2s
2023-01-10 08:12:05,573 - base - recpack - INFO - Fitting TARSItemKNNLee_W3 complete - Took 32.1s
2023-01-10 08:12:58,723 - base - recpack - INFO - Fitting TARSItemKNNLee_W5 complete - Took 40.8s
2023-01-10 08:13:40,282 - base - recpack - INFO - Fitting TARSItemKNNLee_W5 complete - Took 35.7s
2023-01-10 08:14:26,337 - base - recpack - INFO - Fitting TARSItemKNNLee_W5 complete - Took 43.3s
2023-01-10 08:14:47,057 - base - recpack - INFO - Fitting TARSItemKNNLiu complete - Took 8.47s
2023-01-10 08:15:01,425 - base - recpack - INFO - Fitting TARSItemKNNLiu complete - Took 8.43s
2023-01-10 08:15:11,445 - base - recpack - INFO - Fitting TARSItemKNNLiu complete - Took 8.48s
2023-01-10 08:15:21,622 - base - recpack - INFO - Fitting TARSItemKNNLiu complete - Took 8.49s
2023-01-10 08:15:32,121 - base - recpack - INFO - Fitting TARSItemKNNLiu complete - Took 8.52s
2023-01-10 08:15:43,005 - base - recpack - INFO - Fitting TARSItemKNNLiu complete - Took 8.43s
2023-01-10 08:15:54,331 - base - recpack - INFO - Fitting TARSItemKNNLiu complete - Took 8.44s
2023-01-10 08:16:06,761 - base - recpack - INFO - Fitting TARSItemKNNLiu complete - Took 8.42s
2023-01-10 08:16:21,035 - base - recpack - INFO - Fitting TARSItemKNNLiu complete - Took 8.42s
2023-01-10 08:16:35,520 - base - recpack - INFO - Fitting TARSItemKNNLiu complete - Took 4.25s
2023-01-10 08:16:39,942 - base - recpack - INFO - Fitting TARSItemKNNLiu complete - Took 3.41s
2023-01-10 08:16:43,621 - base - recpack - INFO - Fitting TARSItemKNNLiu complete - Took 3.24s
2023-01-10 08:16:47,476 - base - recpack - INFO - Fitting TARSItemKNNLiu complete - Took 3.38s
2023-01-10 08:16:51,331 - base - recpack - INFO - Fitting TARSItemKNNLiu complete - Took 3.36s
2023-01-10 08:16:55,235 - base - recpack - INFO - Fitting TARSItemKNNLiu complete - Took 3.32s
2023-01-10 08:16:59,158 - base - recpack - INFO - Fitting TARSItemKNNLiu complete - Took 3.28s
2023-01-10 08:17:03,146 - base - recpack - INFO - Fitting TARSItemKNNLiu complete - Took 3.3s
2023-01-10 08:17:07,236 - base - recpack - INFO - Fitting TARSItemKNNLiu complete - Took 3.28s
2023-01-10 08:17:11,482 - base - recpack - INFO - Fitting TARSItemKNNLiu complete - Took 3.42s
2023-01-10 08:17:15,748 - base - recpack - INFO - Fitting TARSItemKNNLiu complete - Took 3.24s
